,code,stock_at,collect_at,remain_stat
7759,11874708,2020-03-24 08:11:00,2020-03-24 08:20:00,plenty
7760,11874708,2020-03-24 08:11:00,2020-03-24 08:45:00,some
7761,11874708,2020-03-24 08:11:00,2020-03-24 09:00:00,few
7762,11874708,2020-03-24 08:11:00,2020-03-24 09:15:00,empty
7763,11874708,2020-03-25 08:10:00,2020-03-25 08:20:00,plenty
7764,11874708,2020-03-25 08:10:00,2020-03-25 08:45:00,some
7765,11874708,2020-03-25 08:10:00,2020-03-25 08:55:00,few
7766,11874708,2020-03-25 08:10:00,2020-03-25 10:40:00,empty
7767,11874708,2020-03-25 08:10:00,2020-03-25 11:15:00,few
7768,11874708,2020-03-25 08:10:00,2020-03-25 11:20:00,empty
7769,11874708,2020-03-25 08:10:00,2020-03-25 11:45:00,few
7770,11874708,2020-03-25 08:10:00,2020-03-25 12:00:00,empty
7771,11874708,2020-03-25 08:10:00,2020-03-25 15:35:00,few
7772,11874708,2020-03-25 08:10:00,2020-03-25 15:40:00,empty
7773,11874708,2020-03-25 08:10:00,2020-03-25 15:45:00,few
7774,11874708,2020-03-25 08:10:00,2020-03-25 15:50:00,empty
7775,11874708,2020-03-26 08:06:00,2020-03-26 08:15:00,plenty
7776,11874708,2020-03-26 08:06:00,2020-03-26 08:45:00,some
7777,11874708,2020-03-26 08:06:00,2020-03-26 09:00:00,few
7778,11874708,2020-03-26 08:06:00,2020-03-26 09:20:00,empty
7779,11874708,2020-03-27 08:12:00,2020-03-27 08:20:00,plenty
7780,11874708,2020-03-27 08:12:00,2020-03-27 08:45:00,some
7781,11874708,2020-03-27 08:12:00,2020-03-27 09:25:00,few
7782,11874708,2020-03-27 08:12:00,2020-03-27 10:05:00,empty
7783,11874708,2020-03-30 08:07:00,2020-03-30 08:10:00,plenty
7784,11874708,2020-03-30 08:07:00,2020-03-30 11:20:00,some
7785,11874708,2020-03-30 08:07:00,2020-03-30 13:00:00,few
7786,11874708,2020-03-30 08:07:00,2020-03-30 13:45:00,empty
7787,11874708,2020-04-01 08:08:00,2020-04-01 08:15:00,plenty
7788,11874708,2020-04-01 08:08:00,2020-04-01 13:45:00,some
7789,11874708,2020-04-01 08:08:00,2020-04-01 19:00:00,few
7790,11874708,2020-04-02 08:05:00,2020-04-02 08:15:00,plenty
7791,11874708,2020-04-02 08:05:00,2020-04-02 13:05:00,some
7792,11874708,2020-04-02 08:05:00,2020-04-02 15:20:00,few
7793,11874708,2020-04-02 08:05:00,2020-04-02 17:15:00,empty
7794,11874708,2020-04-03 08:12:00,2020-04-03 08:20:00,plenty
7795,11874708,2020-04-03 08:12:00,2020-04-03 16:10:00,some
7796,11874708,2020-04-05 10:52:00,2020-04-06 00:00:00,empty
7797,11874708,2020-04-06 08:09:00,2020-04-06 08:10:00,plenty
7798,11874708,2020-04-06 08:09:00,2020-04-06 17:35:00,some
7799,11874708,2020-04-07 08:09:00,2020-04-07 08:15:00,plenty
7800,11874708,2020-04-07 08:09:00,2020-04-07 14:50:00,some
7801,11874708,2020-04-07 08:09:00,2020-04-07 17:25:00,few
7802,11874708,2020-04-07 08:09:00,2020-04-07 19:35:00,empty
7803,11874708,2020-04-08 08:08:00,2020-04-08 08:15:00,plenty
7804,11874708,2020-04-08 08:08:00,2020-04-08 17:55:00,some
7805,11874708,2020-04-08 08:08:00,2020-04-08 19:00:00,break
7806,11874708,2020-04-08 08:08:00,2020-04-08 20:10:00,some
7807,11874708,2020-04-09 08:06:00,2020-04-09 08:15:00,plenty
7808,11874708,2020-04-09 08:06:00,2020-04-09 18:55:00,some
7809,11874708,2020-04-09 08:06:00,2020-04-09 20:15:00,break
7810,11874708,2020-04-10 08:08:00,2020-04-10 10:05:00,plenty
7811,11874708,2020-04-12 10:37:00,2020-04-13 00:00:00,empty
7812,11874708,2020-04-13 08:09:00,2020-04-13 08:10:00,plenty
7813,11874708,2020-04-13 08:09:00,2020-04-13 18:35:00,some
7814,11874708,2020-04-14 08:07:00,2020-04-14 08:15:00,plenty
7815,11874708,2020-04-15 08:07:00,2020-04-16 00:00:00,break
7816,11874708,2020-04-16 08:07:00,2020-04-16 08:15:00,plenty
7817,11874708,2020-04-16 08:07:00,2020-04-16 20:20:00,break
7818,11874708,2020-04-17 08:18:00,2020-04-17 13:05:00,plenty
7819,11874708,2020-04-19 11:54:00,2020-04-20 00:00:00,empty
7820,11874708,2020-04-20 08:07:00,2020-04-20 08:10:00,plenty
7821,11874708,2020-04-20 08:07:00,2020-04-20 18:45:00,some
7822,11874708,2020-04-21 08:12:00,2020-04-21 08:20:00,plenty
7823,11874708,2020-04-26 11:01:00,2020-04-27 00:00:00,break
7824,11874708,2020-04-27 08:10:00,2020-04-27 08:15:00,plenty
7825,11874708,2020-04-28 08:06:00,2020-04-28 18:55:00,some
7826,11874708,2020-04-29 08:10:00,2020-04-29 08:20:00,plenty
7827,11874708,2020-04-30 08:45:00,2020-05-01 00:00:00,break
7828,11874708,2020-05-01 08:16:00,2020-05-01 09:35:00,plenty
7829,11874708,2020-05-03 11:23:00,2020-05-04 00:00:00,break
7830,11874708,2020-05-04 08:17:00,2020-05-04 08:20:00,plenty
7831,11874708,2020-05-04 08:17:00,2020-05-05 12:40:00,break
7832,11874708,2020-05-06 08:04:00,2020-05-06 08:10:00,plenty
7833,11874813,2020-03-14 09:42:00,2020-03-16 00:00:00,empty
7834,11874813,2020-03-16 09:34:00,2020-03-16 09:40:00,plenty
7835,11874813,2020-03-16 09:34:00,2020-03-16 10:30:00,some
7836,11874813,2020-03-16 09:34:00,2020-03-16 11:35:00,few
7837,11874813,2020-03-16 09:34:00,2020-03-16 12:50:00,empty
7838,11874813,2020-03-17 09:28:00,2020-03-17 09:35:00,plenty
7839,11874813,2020-03-17 09:28:00,2020-03-17 10:30:00,some
7840,11874813,2020-03-17 09:28:00,2020-03-17 11:20:00,few
7841,11874813,2020-03-17 09:28:00,2020-03-17 12:10:00,break
7842,11874813,2020-03-17 09:28:00,2020-03-17 13:45:00,few
7843,11874813,2020-03-17 09:28:00,2020-03-17 13:55:00,break
7844,11874813,2020-03-17 09:28:00,2020-03-17 14:40:00,few
7845,11874813,2020-03-17 09:28:00,2020-03-17 14:45:00,break
7846,11874813,2020-03-17 09:28:00,2020-03-17 15:30:00,few
7847,11874813,2020-03-17 09:28:00,2020-03-17 17:30:00,break
7848,11874813,2020-03-17 09:28:00,2020-03-17 19:15:00,few
7849,11874813,2020-03-17 09:28:00,2020-03-17 19:20:00,break
7850,11874813,2020-03-17 09:28:00,2020-03-17 19:50:00,empty
7851,11874813,2020-03-18 09:51:00,2020-03-18 10:00:00,plenty
7852,11874813,2020-03-18 09:51:00,2020-03-18 10:35:00,some
7853,11874813,2020-03-18 09:51:00,2020-03-18 11:15:00,few
7854,11874813,2020-03-18 09:51:00,2020-03-18 11:45:00,break
7855,11874813,2020-03-18 09:51:00,2020-03-18 15:00:00,empty
7856,11874813,2020-03-19 09:41:00,2020-03-19 09:50:00,plenty
7857,11874813,2020-03-19 09:41:00,2020-03-19 10:55:00,some
7858,11874813,2020-03-19 09:41:00,2020-03-19 11:50:00,few
7859,11874813,2020-03-19 09:41:00,2020-03-19 17:20:00,break
7860,11874813,2020-03-19 09:41:00,2020-03-19 19:40:00,empty
7861,11874813,2020-03-20 09:52:00,2020-03-20 10:00:00,break
7862,11874813,2020-03-20 09:52:00,2020-03-20 10:40:00,plenty
7863,11874813,2020-03-20 09:52:00,2020-03-20 11:20:00,some
7864,11874813,2020-03-20 09:52:00,2020-03-20 12:20:00,few
7865,11874813,2020-03-20 09:52:00,2020-03-20 18:05:00,empty
7866,11874813,2020-03-23 09:29:00,2020-03-23 09:35:00,plenty
7867,11874813,2020-03-23 09:29:00,2020-03-23 11:25:00,some
7868,11874813,2020-03-23 09:29:00,2020-03-23 12:55:00,few
7869,11874813,2020-03-23 09:29:00,2020-03-23 13:00:00,some
7870,11874813,2020-03-23 09:29:00,2020-03-23 14:20:00,few
7871,11874813,2020-03-23 09:29:00,2020-03-23 16:05:00,empty
7872,11874813,2020-03-24 09:40:00,2020-03-24 09:50:00,plenty
7873,11874813,2020-03-24 09:40:00,2020-03-24 11:25:00,some
7874,11874813,2020-03-24 09:40:00,2020-03-24 12:55:00,few
7875,11874813,2020-03-24 09:40:00,2020-03-24 15:45:00,break
7876,11874813,2020-03-24 09:40:00,2020-03-24 18:40:00,few
7877,11874813,2020-03-24 09:40:00,2020-03-24 19:35:00,empty
7878,11874813,2020-03-25 09:33:00,2020-03-25 09:40:00,plenty
7879,11874813,2020-03-25 09:33:00,2020-03-25 11:30:00,some
7880,11874813,2020-03-25 09:33:00,2020-03-25 14:30:00,few
7881,11874813,2020-03-25 09:33:00,2020-03-25 16:20:00,empty
7882,11874813,2020-03-26 09:40:00,2020-03-26 09:50:00,plenty
7883,11874813,2020-03-26 09:40:00,2020-03-26 11:30:00,some
7884,11874813,2020-03-26 09:40:00,2020-03-26 13:00:00,few
7885,11874813,2020-03-26 09:40:00,2020-03-26 14:50:00,empty
7886,11874813,2020-03-26 09:40:00,2020-03-26 16:30:00,few
7887,11874813,2020-03-26 09:40:00,2020-03-26 16:35:00,empty
7888,11874813,2020-03-27 09:41:00,2020-03-27 09:50:00,plenty
7889,11874813,2020-03-27 09:41:00,2020-03-27 12:35:00,some
7890,11874813,2020-03-27 09:41:00,2020-03-27 16:45:00,few
7891,11874813,2020-03-27 09:41:00,2020-03-27 19:00:00,empty
7892,11874813,2020-03-30 09:29:00,2020-03-30 09:35:00,plenty
7893,11874813,2020-03-30 09:29:00,2020-03-30 13:05:00,some
7894,11874813,2020-03-30 09:29:00,2020-03-30 16:25:00,few
7895,11874813,2020-03-30 09:29:00,2020-03-30 18:10:00,empty
7896,11874813,2020-03-30 09:29:00,2020-03-30 19:00:00,few
7897,11874813,2020-03-30 09:29:00,2020-03-30 20:05:00,empty
7898,11874813,2020-04-01 09:30:00,2020-04-01 09:40:00,break
7899,11874813,2020-04-01 09:30:00,2020-04-01 13:15:00,few
7900,11874813,2020-04-01 09:30:00,2020-04-01 13:20:00,empty
7901,11874813,2020-04-01 09:30:00,2020-04-01 13:25:00,few
7902,11874813,2020-04-01 09:30:00,2020-04-01 17:15:00,empty
7903,11874813,2020-04-01 09:30:00,2020-04-01 17:45:00,few
7904,11874813,2020-04-01 09:30:00,2020-04-01 18:35:00,empty
7905,11874813,2020-04-01 09:30:00,2020-04-01 18:40:00,few
7906,11874813,2020-04-01 09:30:00,2020-04-01 19:55:00,break
7907,11874813,2020-04-03 09:53:00,2020-04-03 19:35:00,empty
7908,11874813,2020-04-06 09:31:00,2020-04-06 09:40:00,plenty
7909,11874813,2020-04-06 09:31:00,2020-04-06 12:25:00,break
7910,11874813,2020-04-06 09:31:00,2020-04-06 12:45:00,plenty
7911,11874813,2020-04-06 09:31:00,2020-04-06 15:00:00,some
7912,11874813,2020-04-06 09:31:00,2020-04-06 18:20:00,few
7913,11874813,2020-04-06 09:31:00,2020-04-06 19:20:00,empty
7914,11874813,2020-04-07 09:51:00,2020-04-07 10:00:00,break
7915,11874813,2020-04-07 09:51:00,2020-04-07 11:00:00,plenty
7916,11874813,2020-04-07 09:51:00,2020-04-07 12:55:00,some
7917,11874813,2020-04-07 09:51:00,2020-04-07 19:10:00,few
7918,11874813,2020-04-08 09:38:00,2020-04-08 09:45:00,plenty
7919,11874813,2020-04-08 09:38:00,2020-04-08 13:05:00,some
7920,11874813,2020-04-08 09:38:00,2020-04-08 19:25:00,few
7921,11874813,2020-04-08 09:38:00,2020-04-08 19:55:00,break
7922,11874813,2020-04-08 09:38:00,2020-04-08 20:25:00,few
7923,11874813,2020-04-08 09:38:00,2020-04-08 20:30:00,break
7924,11874813,2020-04-08 09:38:00,2020-04-08 20:35:00,few
7925,11874813,2020-04-08 09:38:00,2020-04-08 20:40:00,break
7926,11874813,2020-04-09 09:47:00,2020-04-09 10:10:00,plenty
7927,11874813,2020-04-09 09:47:00,2020-04-09 14:50:00,some
7928,11874813,2020-04-09 09:47:00,2020-04-09 19:30:00,break
7929,11874813,2020-04-10 09:35:00,2020-04-10 09:45:00,plenty
7930,11874813,2020-04-10 09:35:00,2020-04-10 18:25:00,some
7931,11874813,2020-04-10 09:35:00,2020-04-10 20:15:00,break
7932,11874813,2020-04-13 09:35:00,2020-04-13 09:45:00,plenty
7933,11874813,2020-04-13 09:35:00,2020-04-13 13:55:00,break
7934,11874813,2020-04-13 09:35:00,2020-04-13 14:35:00,plenty
7935,11874813,2020-04-13 09:35:00,2020-04-13 17:40:00,some
7936,11874813,2020-04-13 09:35:00,2020-04-13 20:10:00,break
7937,11874813,2020-04-14 09:39:00,2020-04-14 13:35:00,empty
7938,11874813,2020-04-14 09:39:00,2020-04-14 13:45:00,plenty
7939,11874813,2020-04-16 09:42:00,2020-04-16 19:40:00,break
7940,11874813,2020-04-17 09:29:00,2020-04-17 09:35:00,plenty
7941,11874813,2020-04-18 10:06:00,2020-04-20 00:00:00,break
7942,11874813,2020-04-20 09:45:00,2020-04-20 09:55:00,plenty
7943,11874813,2020-04-20 09:45:00,2020-04-20 13:50:00,some
7944,11874813,2020-04-20 09:45:00,2020-04-20 19:55:00,break
7945,11874813,2020-04-21 09:32:00,2020-04-21 09:40:00,plenty
7946,11874813,2020-04-21 09:32:00,2020-04-21 15:15:00,some
7947,11874813,2020-04-21 09:32:00,2020-04-21 19:35:00,break
7948,11874813,2020-04-21 09:32:00,2020-04-21 19:40:00,some
7949,11874813,2020-04-22 09:35:00,2020-04-22 09:45:00,plenty
7950,11874813,2020-04-22 09:35:00,2020-04-22 11:25:00,some
7951,11874813,2020-04-22 09:35:00,2020-04-22 15:35:00,few
7952,11874813,2020-04-22 09:35:00,2020-04-22 19:50:00,empty
7953,11874813,2020-04-23 09:27:00,2020-04-23 09:35:00,some
7954,11874813,2020-04-23 09:27:00,2020-04-23 11:20:00,few
7955,11874813,2020-04-23 09:27:00,2020-04-23 12:55:00,empty
7956,11874813,2020-04-23 09:27:00,2020-04-23 13:05:00,some
7957,11874813,2020-04-23 09:27:00,2020-04-23 19:35:00,break
7958,11874813,2020-04-23 09:27:00,2020-04-23 19:45:00,some
7959,11874813,2020-04-23 09:27:00,2020-04-23 20:00:00,break
7960,11874813,2020-04-24 09:53:00,2020-04-24 10:00:00,plenty
7961,11874813,2020-04-24 09:53:00,2020-04-24 17:05:00,some
7962,11874813,2020-04-25 09:56:00,2020-04-27 00:00:00,empty
7963,11874813,2020-04-27 09:36:00,2020-04-27 09:45:00,plenty
7964,11874813,2020-04-27 09:36:00,2020-04-27 13:25:00,some
7965,11874813,2020-04-27 09:36:00,2020-04-27 15:40:00,few
7966,11874813,2020-04-27 09:36:00,2020-04-27 17:20:00,some
7967,11874813,2020-04-27 09:36:00,2020-04-27 17:25:00,few
7968,11874813,2020-04-27 09:36:00,2020-04-27 20:20:00,break
7969,11874813,2020-04-28 09:40:00,2020-04-28 09:50:00,plenty
7970,11874813,2020-04-28 09:40:00,2020-04-28 11:25:00,some
7971,11874813,2020-04-28 09:40:00,2020-04-28 13:05:00,plenty
7972,11874813,2020-04-28 09:40:00,2020-04-28 16:00:00,some
7973,11874813,2020-04-28 09:40:00,2020-04-28 19:15:00,few
7974,11874813,2020-04-28 09:40:00,2020-04-28 19:30:00,break
7975,11874813,2020-04-29 09:24:00,2020-04-29 09:35:00,plenty
7976,11874813,2020-05-04 10:02:00,2020-05-04 19:50:00,some
7977,11874813,2020-05-06 09:34:00,2020-05-06 09:40:00,plenty
7978,11874813,2020-05-06 09:34:00,2020-05-06 20:20:00,break
7979,11874813,2020-05-08 09:41:00,2020-05-08 09:50:00,plenty
7980,11874813,2020-05-08 09:41:00,2020-05-08 16:45:00,some
7981,11874813,2020-05-08 09:41:00,2020-05-08 18:55:00,break
7982,11874813,2020-05-08 09:41:00,2020-05-08 19:00:00,some
7983,11874813,2020-05-09 11:07:00,2020-05-11 00:00:00,empty
7984,11874813,2020-05-11 09:26:00,2020-05-11 09:35:00,plenty
7985,11874813,2020-05-11 09:26:00,2020-05-11 13:20:00,some
7986,11874813,2020-05-11 09:26:00,2020-05-11 14:40:00,few
7987,11874813,2020-05-11 09:26:00,2020-05-11 17:55:00,empty
7988,11874813,2020-05-11 09:26:00,2020-05-11 18:35:00,few
7989,11874813,2020-05-11 09:26:00,2020-05-11 19:25:00,break
7990,11874813,2020-05-11 09:26:00,2020-05-11 19:55:00,empty
7991,11877723,2020-03-15 09:52:00,2020-03-16 00:00:00,empty
7992,11877723,2020-03-16 08:56:00,2020-03-16 09:05:00,plenty
7993,11877723,2020-03-16 08:56:00,2020-03-16 09:35:00,some
7994,11877723,2020-03-16 08:56:00,2020-03-16 09:45:00,few
7995,11877723,2020-03-16 08:56:00,2020-03-16 10:00:00,empty
7996,11877723,2020-03-17 08:59:00,2020-03-17 09:05:00,plenty
7997,11877723,2020-03-17 08:59:00,2020-03-17 09:30:00,some
7998,11877723,2020-03-17 08:59:00,2020-03-17 09:45:00,few
7999,11877723,2020-03-17 08:59:00,2020-03-17 10:00:00,empty
8000,11877723,2020-03-18 08:50:00,2020-03-18 09:00:00,plenty
8001,11877723,2020-03-18 08:50:00,2020-03-18 09:30:00,some
8002,11877723,2020-03-18 08:50:00,2020-03-18 09:45:00,few
8003,11877723,2020-03-18 08:50:00,2020-03-18 09:50:00,empty
8004,11877723,2020-03-19 08:50:00,2020-03-19 09:00:00,plenty
8005,11877723,2020-03-19 08:50:00,2020-03-19 09:25:00,some
8006,11877723,2020-03-19 08:50:00,2020-03-19 09:40:00,few
8007,11877723,2020-03-19 08:50:00,2020-03-19 09:45:00,empty
8008,11877723,2020-03-20 08:49:00,2020-03-20 08:55:00,plenty
8009,11877723,2020-03-20 08:49:00,2020-03-20 09:25:00,some
8010,11877723,2020-03-20 08:49:00,2020-03-20 09:35:00,few
8011,11877723,2020-03-20 08:49:00,2020-03-20 09:45:00,empty
8012,11877723,2020-03-22 09:47:00,2020-03-23 00:00:00,break
8013,11877723,2020-03-23 08:51:00,2020-03-23 09:25:00,plenty
8014,11877723,2020-03-23 08:51:00,2020-03-23 10:15:00,some
8015,11877723,2020-03-23 08:51:00,2020-03-23 12:05:00,few
8016,11877723,2020-03-23 08:51:00,2020-03-23 13:00:00,break
8017,11877723,2020-03-23 08:51:00,2020-03-23 13:05:00,empty
8018,11877723,2020-03-24 08:51:00,2020-03-24 09:00:00,plenty
8019,11877723,2020-03-24 08:51:00,2020-03-24 09:30:00,some
8020,11877723,2020-03-24 08:51:00,2020-03-24 09:50:00,few
8021,11877723,2020-03-24 08:51:00,2020-03-24 10:20:00,empty
8022,11877723,2020-03-25 08:38:00,2020-03-25 08:45:00,plenty
8023,11877723,2020-03-25 08:38:00,2020-03-25 09:15:00,some
8024,11877723,2020-03-25 08:38:00,2020-03-25 09:55:00,few
8025,11877723,2020-03-25 08:38:00,2020-03-25 10:55:00,empty
8026,11877723,2020-03-26 08:36:00,2020-03-26 08:45:00,plenty
8027,11877723,2020-03-26 08:36:00,2020-03-26 09:10:00,some
8028,11877723,2020-03-26 08:36:00,2020-03-26 09:20:00,few
8029,11877723,2020-03-26 08:36:00,2020-03-26 09:35:00,empty
8030,11877723,2020-03-27 08:24:00,2020-03-27 08:30:00,plenty
8031,11877723,2020-03-27 08:24:00,2020-03-27 09:05:00,some
8032,11877723,2020-03-27 08:24:00,2020-03-27 09:15:00,few
8033,11877723,2020-03-27 08:24:00,2020-03-27 09:30:00,empty
8034,11877723,2020-03-27 08:24:00,2020-03-27 12:20:00,few
8035,11877723,2020-03-27 08:24:00,2020-03-27 12:40:00,empty
8036,11877723,2020-03-27 08:24:00,2020-03-27 13:20:00,few
8037,11877723,2020-03-27 08:24:00,2020-03-27 13:50:00,empty
8038,11877723,2020-03-27 08:24:00,2020-03-27 14:00:00,few
8039,11877723,2020-03-27 08:24:00,2020-03-27 15:30:00,empty
8040,11877723,2020-03-27 08:24:00,2020-03-27 16:15:00,few
8041,11877723,2020-03-27 08:24:00,2020-03-27 16:55:00,empty
8042,11877723,2020-03-27 08:24:00,2020-03-27 18:05:00,few
8043,11877723,2020-03-27 08:24:00,2020-03-27 19:10:00,empty
8044,11877723,2020-03-30 08:28:00,2020-03-30 08:35:00,plenty
8045,11877723,2020-03-30 08:28:00,2020-03-30 09:20:00,some
8046,11877723,2020-03-30 08:28:00,2020-03-30 10:00:00,few
8047,11877723,2020-03-30 08:28:00,2020-03-30 10:20:00,some
8048,11877723,2020-03-30 08:28:00,2020-03-30 13:05:00,few
8049,11877723,2020-03-30 08:28:00,2020-03-30 17:25:00,empty
8050,11877723,2020-03-30 08:28:00,2020-03-30 18:05:00,few
8051,11877723,2020-03-30 08:28:00,2020-03-30 19:30:00,empty
8052,11877723,2020-03-30 08:28:00,2020-03-30 19:35:00,few
8053,11877723,2020-03-30 08:28:00,2020-03-30 21:00:00,empty
8054,11877723,2020-03-31 08:20:00,2020-04-01 00:00:00,few
8055,11877723,2020-04-01 08:30:00,2020-04-01 08:40:00,plenty
8056,11877723,2020-04-01 08:30:00,2020-04-01 09:35:00,some
8057,11877723,2020-04-01 08:30:00,2020-04-01 10:35:00,few
8058,11877723,2020-04-01 08:30:00,2020-04-01 11:35:00,some
8059,11877723,2020-04-01 08:30:00,2020-04-01 12:50:00,few
8060,11877723,2020-04-01 08:30:00,2020-04-01 13:15:00,some
8061,11877723,2020-04-01 08:30:00,2020-04-01 15:30:00,few
8062,11877723,2020-04-02 08:00:00,2020-04-02 08:10:00,plenty
8063,11877723,2020-04-02 08:00:00,2020-04-02 08:55:00,some
8064,11877723,2020-04-02 08:00:00,2020-04-02 09:10:00,plenty
8065,11877723,2020-04-02 08:00:00,2020-04-02 09:20:00,some
8066,11877723,2020-04-02 08:00:00,2020-04-02 12:00:00,few
8067,11877723,2020-04-02 08:00:00,2020-04-02 12:50:00,some
8068,11877723,2020-04-02 08:00:00,2020-04-02 13:35:00,few
8069,11877723,2020-04-02 08:00:00,2020-04-02 16:00:00,some
8070,11877723,2020-04-02 08:00:00,2020-04-02 17:45:00,few
8071,11877723,2020-04-03 07:56:00,2020-04-03 08:05:00,plenty
8072,11877723,2020-04-03 07:56:00,2020-04-03 10:10:00,some
8073,11877723,2020-04-03 07:56:00,2020-04-03 12:10:00,plenty
8074,11877723,2020-04-03 07:56:00,2020-04-03 12:40:00,some
8075,11877723,2020-04-03 07:56:00,2020-04-03 12:45:00,plenty
8076,11877723,2020-04-03 07:56:00,2020-04-03 13:15:00,some
8077,11877723,2020-04-03 07:56:00,2020-04-03 19:30:00,few
8078,11877723,2020-04-05 09:18:00,2020-04-06 00:00:00,empty
8079,11877723,2020-04-06 08:02:00,2020-04-06 08:05:00,plenty
8080,11877723,2020-04-06 08:02:00,2020-04-06 09:05:00,some
8081,11877723,2020-04-06 08:02:00,2020-04-06 09:25:00,plenty
8082,11877723,2020-04-06 08:02:00,2020-04-06 09:35:00,some
8083,11877723,2020-04-06 08:02:00,2020-04-06 10:25:00,plenty
8084,11877723,2020-04-06 08:02:00,2020-04-06 10:40:00,some
8085,11877723,2020-04-06 08:02:00,2020-04-06 12:45:00,few
8086,11877723,2020-04-06 08:02:00,2020-04-06 14:30:00,empty
8087,11877723,2020-04-06 08:02:00,2020-04-06 15:05:00,few
8088,11877723,2020-04-06 08:02:00,2020-04-06 17:25:00,empty
8089,11877723,2020-04-06 08:02:00,2020-04-06 18:35:00,few
8090,11877723,2020-04-06 08:02:00,2020-04-06 19:50:00,empty
8091,11877723,2020-04-07 08:05:00,2020-04-07 08:15:00,plenty
8092,11877723,2020-04-07 08:05:00,2020-04-07 09:05:00,some
8093,11877723,2020-04-07 08:05:00,2020-04-07 12:00:00,few
8094,11877723,2020-04-07 08:05:00,2020-04-07 12:40:00,some
8095,11877723,2020-04-07 08:05:00,2020-04-07 12:45:00,few
8096,11877723,2020-04-07 08:05:00,2020-04-07 12:50:00,some
8097,11877723,2020-04-07 08:05:00,2020-04-07 13:20:00,few
8098,11877723,2020-04-07 08:05:00,2020-04-07 14:05:00,empty
8099,11877723,2020-04-07 08:05:00,2020-04-07 14:15:00,few
8100,11877723,2020-04-07 08:05:00,2020-04-07 14:25:00,empty
8101,11877723,2020-04-07 08:05:00,2020-04-07 14:30:00,few
8102,11877723,2020-04-07 08:05:00,2020-04-07 19:50:00,empty
8103,11877723,2020-04-07 08:05:00,2020-04-07 20:00:00,few
8104,11877723,2020-04-08 08:13:00,2020-04-08 08:20:00,plenty
8105,11877723,2020-04-08 08:13:00,2020-04-08 09:30:00,some
8106,11877723,2020-04-08 08:13:00,2020-04-08 11:05:00,few
8107,11877723,2020-04-08 08:13:00,2020-04-08 12:15:00,plenty
8108,11877723,2020-04-08 08:13:00,2020-04-08 13:10:00,some
8109,11877723,2020-04-08 08:13:00,2020-04-08 19:25:00,few
8110,11877723,2020-04-09 08:13:00,2020-04-09 08:20:00,plenty
8111,11877723,2020-04-09 08:13:00,2020-04-09 09:10:00,some
8112,11877723,2020-04-09 08:13:00,2020-04-09 09:20:00,plenty
8113,11877723,2020-04-09 08:13:00,2020-04-09 10:20:00,some
8114,11877723,2020-04-09 08:13:00,2020-04-09 11:05:00,plenty
8115,11877723,2020-04-09 08:13:00,2020-04-09 12:00:00,some
8116,11877723,2020-04-09 08:13:00,2020-04-09 14:20:00,few
8117,11877723,2020-04-09 08:13:00,2020-04-09 14:25:00,some
8118,11877723,2020-04-09 08:13:00,2020-04-09 18:15:00,few
8119,11877723,2020-04-10 08:11:00,2020-04-10 08:20:00,plenty
8120,11877723,2020-04-10 08:11:00,2020-04-10 10:50:00,some
8121,11877723,2020-04-10 08:11:00,2020-04-10 12:45:00,plenty
8122,11877723,2020-04-10 08:11:00,2020-04-10 15:40:00,some
8123,11877723,2020-04-12 08:31:00,2020-04-13 00:00:00,break
8124,11877723,2020-04-13 08:10:00,2020-04-13 08:15:00,plenty
8125,11877723,2020-04-13 08:10:00,2020-04-13 13:20:00,some
8126,11877723,2020-04-13 08:10:00,2020-04-13 17:15:00,plenty
8127,11877723,2020-04-13 08:10:00,2020-04-13 18:25:00,some
8128,11877723,2020-04-13 08:10:00,2020-04-13 21:00:00,empty
8129,11877723,2020-04-14 08:16:00,2020-04-14 08:25:00,plenty
8130,11877723,2020-04-14 08:16:00,2020-04-14 12:55:00,some
8131,11877723,2020-04-15 08:27:00,2020-04-16 00:00:00,few
8132,11877723,2020-04-16 08:16:00,2020-04-16 08:25:00,plenty
8133,11877723,2020-04-16 08:16:00,2020-04-16 17:25:00,some
8134,11877723,2020-04-17 08:10:00,2020-04-17 08:20:00,plenty
8135,11877723,2020-04-19 09:13:00,2020-04-20 00:00:00,break
8136,11877723,2020-04-20 08:17:00,2020-04-20 08:25:00,plenty
8137,11877723,2020-04-20 08:17:00,2020-04-20 12:35:00,some
8138,11877723,2020-04-20 08:17:00,2020-04-20 17:30:00,few
8139,11877723,2020-04-20 08:17:00,2020-04-20 18:00:00,plenty
8140,11877723,2020-04-20 08:17:00,2020-04-20 19:25:00,some
8141,11877723,2020-04-21 08:18:00,2020-04-21 08:25:00,plenty
8142,11877723,2020-04-22 08:25:00,2020-04-22 12:10:00,some
8143,11877723,2020-04-22 08:25:00,2020-04-22 12:25:00,plenty
8144,11877723,2020-04-23 08:20:00,2020-04-23 20:10:00,some
8145,11877723,2020-04-24 08:41:00,2020-04-24 08:50:00,plenty
8146,11877723,2020-04-24 08:41:00,2020-04-24 12:50:00,some
8147,11877723,2020-04-24 08:41:00,2020-04-24 12:55:00,plenty
8148,11877723,2020-04-24 08:41:00,2020-04-24 21:00:00,some
8149,11877723,2020-04-26 08:48:00,2020-04-27 00:00:00,break
8150,11877723,2020-04-27 08:19:00,2020-04-27 08:20:00,plenty
